age,workclass,education,maritalstatus,occupation,workhours,income
34,Private,Bachelors,Single,Sales,40,Above-50K
32,Private,High-school,Separated,Clearning,40,Below-50K
47,Federal-gov,College,Divorced,Administrative,40,Below-50K
40,Private,College,Single,Sales,40,Below-50K
26,Private,Associate,Single,Other,40,Below-50K
30,Private,High-school,Single,Other,40,Below-50K
54,Private,High-school,Divorced,Craft-repair,40,Below-50K
53,Private,Bachelors,Married,Specilist,55,Above-50K
38,Private,Bachelors,Married,Management,40,Above-50K
43,Private,7th-8th,Separated,Algriculture,40,Below-50K
25,Private,College,Single,Algriculture,20,Below-50K
39,Private,High-school,Married,Craft-repair,40,Below-50K
57,Local-gov,High-school,Married,Transportation,25,Above-50K
47,Private,High-school,Married,Other,34,Below-50K
45,Private,High-school,Divorced,Other,35,Below-50K
24,State-gov,Bachelors,Single,Specilist,40,Below-50K
32,Self-emp,10th,Divorced,Craft-repair,40,Below-50K
25,Private,College,Single,Sales,35,Below-50K
57,Private,5th-6th,Separated,Machinary,40,Below-50K
28,Private,Bachelors,Married,Specilist,24,Above-50K
28,Private,High-school,Married,Sales,51,Below-50K
27,Private,Bachelors,Single,Specilist,55,Below-50K
28,Private,Bachelors,Single,Administrative,20,Below-50K
74,Missing,1st-4th,Married,Missing,40,Below-50K
44,Self-emp,High-school,Married,Algriculture,42,Below-50K
27,Private,High-school,Single,Machinary,45,Below-50K
61,Private,Bachelors,Married,Management,40,Below-50K
25,Private,11th,Single,Other,99,Below-50K
28,Private,9th,Single,Clearning,24,Below-50K
20,Private,College,Single,Craft-repair,40,Below-50K
33,Private,Associate,Single,Sales,40,Below-50K
38,State-gov,High-school,Divorced,Other,40,Below-50K
31,Private,High-school,Single,Sales,25,Below-50K
40,Private,Masters,Single,Specilist,45,Above-50K
43,Private,College,Married,Management,55,Above-50K
38,Private,Masters,Married,Management,60,Above-50K
19,Private,College,Single,Management,30,Below-50K
56,Private,Associate,Married,Other,50,Below-50K
38,Private,Masters,Divorced,Management,45,Above-50K
30,Missing,Bachelors,Married,Missing,4,Below-50K
22,Private,High-school,Married,Clearning,40,Below-50K
18,State-gov,High-school,Single,Other,25,Below-50K
68,Private,College,Widowed,Other,20,Below-50K
35,Private,Associate,Divorced,Transportation,50,Below-50K
42,Private,7th-8th,Married,Other,48,Below-50K
32,Private,10th,Divorced,Craft-repair,40,Below-50K
43,Federal-gov,College,Married,Specilist,40,Above-50K
30,Private,10th,Single,Machinary,40,Below-50K
62,Private,College,Married,Tech-support,24,Below-50K
38,Private,Associate,Married,Machinary,40,Below-50K
27,Private,High-school,Single,Clearning,40,Below-50K
28,Private,Doctorate,Single,Specilist,60,Above-50K
26,Private,Associate,Single,Other,40,Below-50K
21,Private,College,Single,Machinary,20,Below-50K
19,Private,High-school,Single,Other,40,Below-50K
20,Private,College,Single,Administrative,30,Below-50K
25,State-gov,Bachelors,Single,Security,40,Below-50K
28,Self-emp,College,Single,Craft-repair,50,Below-50K
36,Private,Associate,Single,Administrative,42,Above-50K
23,Private,Bachelors,Single,Craft-repair,40,Below-50K
24,Private,Bachelors,Married,Administrative,50,Below-50K
23,Private,High-school,Single,Other,40,Below-50K
24,Private,Bachelors,Single,Specilist,20,Below-50K
25,Self-emp,High-school,Single,Other,8,Below-50K
24,Private,High-school,Single,Machinary,40,Below-50K
30,Private,High-school,Married,Management,62,Below-50K
26,Private,Bachelors,Single,Sales,45,Below-50K
62,Missing,Masters,Married,Missing,50,Below-50K
36,Private,College,Married,Management,33,Below-50K
45,Private,High-school,Married,Other,40,Below-50K
31,Private,Associate,Divorced,Sales,45,Below-50K
34,Private,High-school,Single,Administrative,48,Below-50K
65,Self-emp,Bachelors,Married,Management,44,Above-50K
42,Private,Associate,Divorced,Specilist,40,Below-50K
27,State-gov,Prof-school,Single,Specilist,70,Below-50K
40,Private,College,Married,Sales,40,Below-50K
53,Federal-gov,College,Married,Administrative,40,Above-50K
54,Private,High-school,Married,Sales,50,Above-50K
30,State-gov,Bachelors,Single,Specilist,35,Below-50K
59,Private,High-school,Married,Transportation,45,Above-50K
42,Self-emp,High-school,Divorced,Management,55,Below-50K
23,Private,High-school,Single,Administrative,40,Below-50K
28,Private,Bachelors,Married,Other,15,Below-50K
20,Private,High-school,Single,Clearning,40,Below-50K
22,Private,College,Single,Sales,20,Below-50K
73,Missing,Bachelors,Married,Missing,30,Below-50K
47,Self-emp,College,Married,Craft-repair,40,Above-50K
44,Private,College,Married,Machinary,40,Below-50K
40,Private,12th,Divorced,Craft-repair,40,Below-50K
37,Private,Associate,Married,Tech-support,37,Above-50K
39,Private,High-school,Divorced,Machinary,50,Below-50K
49,Private,College,Married,Sales,40,Above-50K
44,Self-emp,College,Divorced,Other,45,Below-50K
27,Private,9th,Married,Machinary,37,Below-50K
50,Private,High-school,Married,Administrative,40,Below-50K
39,Private,Bachelors,Married,Specilist,40,Above-50K
41,Private,High-school,Single,Sales,40,Below-50K
55,Private,Bachelors,Married,Security,40,Above-50K
53,Private,1st-4th,Married,Other,35,Below-50K
53,Local-gov,Masters,Divorced,Specilist,50,Below-50K
31,Private,Masters,Married,Management,70,Above-50K
21,Private,High-school,Single,Craft-repair,40,Below-50K
30,Private,High-school,Separated,Machinary,40,Below-50K
74,Missing,High-school,Widowed,Missing,10,Below-50K
53,Private,Masters,Single,Management,60,Above-50K
47,Private,College,Married,Craft-repair,47,Below-50K
60,Private,Bachelors,Divorced,Management,40,Above-50K
59,Private,9th,Separated,Machinary,40,Below-50K
37,Private,Bachelors,Single,Management,48,Above-50K
47,Federal-gov,Bachelors,Married,Craft-repair,40,Below-50K
49,Private,9th,Married,Craft-repair,40,Below-50K
73,Local-gov,College,Single,Specilist,11,Below-50K
58,Private,High-school,Divorced,Other,20,Below-50K
18,Missing,11th,Single,Missing,15,Below-50K
35,Private,College,Single,Clearning,40,Below-50K
24,State-gov,College,Married,Specilist,50,Below-50K
62,Private,High-school,Widowed,Administrative,38,Below-50K
58,Private,High-school,Married,Administrative,40,Below-50K
51,Private,College,Married,Administrative,40,Above-50K
21,Private,High-school,Single,Sales,40,Below-50K
30,Private,Bachelors,Married,Craft-repair,40,Below-50K
27,Private,Associate,Single,Specilist,36,Below-50K
25,Private,Bachelors,Married,Tech-support,40,Above-50K
31,Private,High-school,Single,Craft-repair,45,Below-50K
31,Private,High-school,Single,Other,34,Below-50K
44,Private,College,Married,Craft-repair,50,Above-50K
52,Self-emp,Doctorate,Married,Specilist,65,Above-50K
30,Private,Associate,Married,Sales,40,Below-50K
29,Private,High-school,Single,Transportation,40,Below-50K
36,Private,11th,Divorced,Transportation,40,Below-50K
54,Self-emp,Bachelors,Married,Algriculture,50,Below-50K
59,Local-gov,College,Separated,Security,40,Above-50K
55,Private,College,Single,Administrative,45,Below-50K
70,Missing,Associate,Single,Missing,30,Below-50K
22,Private,Associate,Single,Administrative,20,Below-50K
42,Private,High-school,Divorced,Machinary,40,Below-50K
36,Private,Associate,Married,Sales,40,Below-50K
32,Private,Bachelors,Married,Specilist,40,Above-50K
44,Private,7th-8th,Married,Craft-repair,40,Below-50K
22,Missing,High-school,Single,Missing,45,Below-50K
25,Private,11th,Separated,Clearning,40,Below-50K
31,Private,High-school,Married,Transportation,50,Below-50K
33,Private,High-school,Single,Other,40,Below-50K
54,Self-emp,Associate,Married,Sales,50,Above-50K
42,Self-emp,High-school,Single,Management,48,Below-50K
49,Private,High-school,Married,Transportation,44,Below-50K
30,Private,High-school,Married,Administrative,44,Below-50K
54,Private,High-school,Divorced,Management,45,Below-50K
39,Private,College,Single,Transportation,40,Below-50K
24,Private,College,Single,Machinary,40,Below-50K
21,Private,High-school,Single,Administrative,44,Below-50K
23,Private,9th,Single,Other,30,Below-50K
54,Private,High-school,Divorced,Administrative,42,Below-50K
23,Private,Masters,Single,Sales,20,Below-50K
39,Private,High-school,Divorced,Machinary,40,Below-50K
23,Private,College,Single,Specilist,25,Below-50K
67,Missing,High-school,Widowed,Missing,8,Below-50K
19,Missing,11th,Married,Missing,40,Below-50K
41,Private,College,Married,Machinary,40,Above-50K
32,Private,11th,Single,Other,40,Below-50K
57,Private,High-school,Married,Craft-repair,40,Below-50K
18,Private,High-school,Single,Administrative,30,Below-50K
60,State-gov,Doctorate,Married,Specilist,60,Above-50K
21,Private,College,Single,Machinary,40,Below-50K
53,Private,College,Widowed,Administrative,22,Below-50K
38,Private,Bachelors,Married,Management,55,Above-50K
21,Private,College,Single,Clearning,40,Below-50K
53,Private,Doctorate,Divorced,Management,55,Above-50K
24,Private,High-school,Single,Craft-repair,40,Below-50K
36,Federal-gov,Associate,Married,Other,40,Below-50K
29,Private,Masters,Single,Management,60,Below-50K
23,Private,College,Single,Sales,40,Below-50K
44,Private,College,Married,Management,50,Below-50K
32,Local-gov,Masters,Married,Specilist,48,Below-50K
25,Private,Bachelors,Single,Management,50,Below-50K
41,Self-emp,High-school,Divorced,Craft-repair,27,Below-50K
18,Private,High-school,Single,Other,30,Below-50K
57,Private,College,Married,Craft-repair,45,Below-50K
62,Private,Bachelors,Widowed,Management,50,Above-50K
29,Private,Bachelors,Single,Clearning,40,Below-50K
19,Private,High-school,Single,Other,40,Below-50K
35,Self-emp,Prof-school,Married,Specilist,65,Above-50K
52,Private,Bachelors,Married,Specilist,50,Above-50K
28,Private,10th,Single,Machinary,40,Below-50K
38,Private,High-school,Single,Other,40,Below-50K
42,Private,College,Widowed,Sales,40,Below-50K
41,Private,Bachelors,Single,Specilist,40,Below-50K
23,Private,Bachelors,Single,Specilist,38,Below-50K
31,Private,Masters,Married,Sales,76,Above-50K
31,Private,5th-6th,Single,Machinary,45,Below-50K
46,Private,Masters,Married,Specilist,40,Above-50K
18,Private,11th,Single,Sales,20,Below-50K
57,Self-emp,Masters,Married,Tech-support,38,Above-50K
25,Private,Associate,Single,Administrative,38,Below-50K
32,Private,Masters,Married,Management,40,Above-50K
27,Private,9th,Single,Algriculture,40,Below-50K
46,Federal-gov,Bachelors,Married,Specilist,45,Above-50K
17,Missing,10th,Single,Missing,17,Below-50K
43,State-gov,High-school,Single,Craft-repair,40,Below-50K
56,Self-emp,Bachelors,Separated,Specilist,40,Above-50K
19,Private,High-school,Married,Craft-repair,40,Below-50K
20,Federal-gov,High-school,Single,Administrative,40,Below-50K
42,Private,College,Single,Machinary,45,Below-50K
90,Private,High-school,Widowed,Transportation,99,Below-50K
25,Private,11th,Separated,Machinary,35,Below-50K
27,Private,High-school,Single,Other,40,Below-50K
48,Private,High-school,Married,Transportation,44,Below-50K
48,Federal-gov,College,Single,Administrative,40,Below-50K
27,Private,High-school,Married,Craft-repair,48,Below-50K
46,Private,Bachelors,Widowed,Tech-support,38,Below-50K
32,Private,5th-6th,Married,Other,40,Below-50K
22,Private,Associate,Married,Tech-support,40,Below-50K
24,Private,Bachelors,Separated,Specilist,40,Above-50K
31,Private,High-school,Married,Craft-repair,65,Below-50K
20,Private,College,Single,Specilist,18,Below-50K
28,Self-emp,Prof-school,Single,Specilist,40,Below-50K
40,Self-emp,High-school,Married,Management,60,Above-50K
39,Private,High-school,Married,Machinary,40,Above-50K
54,Local-gov,High-school,Married,Transportation,40,Below-50K
59,Local-gov,College,Married,Security,42,Below-50K
17,Private,11th,Single,Sales,18,Below-50K
25,Self-emp,College,Single,Craft-repair,80,Below-50K
49,Local-gov,High-school,Married,Security,40,Above-50K
55,Self-emp,High-school,Divorced,Management,60,Below-50K
39,Private,High-school,Married,Craft-repair,40,Below-50K
67,Private,College,Widowed,Specilist,16,Below-50K
28,Private,High-school,Single,Other,40,Below-50K
35,Private,9th,Married,Machinary,40,Below-50K
44,Private,High-school,Married,Administrative,48,Above-50K
51,Private,Masters,Married,Specilist,47,Above-50K
55,Private,Bachelors,Widowed,Algriculture,40,Below-50K
45,Local-gov,High-school,Married,Security,78,Above-50K
32,Private,High-school,Married,Craft-repair,48,Below-50K
45,Private,College,Divorced,Management,40,Below-50K
45,Private,Masters,Married,Management,60,Above-50K
35,Private,Bachelors,Single,Sales,40,Above-50K
55,Local-gov,High-school,Married,Transportation,44,Below-50K
59,Private,College,Married,Craft-repair,40,Above-50K
22,Private,High-school,Single,Administrative,55,Below-50K
46,Local-gov,Masters,Widowed,Management,35,Below-50K
23,Private,High-school,Single,Algriculture,40,Below-50K
47,Private,Bachelors,Married,Management,45,Above-50K
34,Private,High-school,Married,Craft-repair,30,Below-50K
51,Private,11th,Divorced,Transportation,40,Below-50K
40,Private,Associate,Married,Sales,50,Below-50K
24,State-gov,College,Single,Administrative,12,Below-50K
20,Private,College,Single,Algriculture,72,Below-50K
44,Private,College,Divorced,Transportation,50,Below-50K
26,Private,High-school,Divorced,Craft-repair,40,Below-50K
35,Local-gov,High-school,Separated,Administrative,38,Below-50K
23,Private,College,Single,Machinary,40,Below-50K
40,Private,High-school,Divorced,Craft-repair,50,Below-50K
49,Local-gov,High-school,Married,Security,40,Below-50K
32,Private,High-school,Single,Machinary,45,Below-50K
28,Private,Associate,Divorced,Specilist,40,Below-50K
51,Private,Masters,Married,Management,60,Above-50K
62,Private,Associate,Married,Management,50,Above-50K
31,Private,College,Married,Machinary,40,Below-50K
47,Local-gov,Associate,Married,Security,40,Above-50K
36,Private,Associate,Single,Tech-support,3,Below-50K
44,State-gov,High-school,Single,Craft-repair,40,Below-50K
18,Missing,High-school,Single,Missing,20,Below-50K
46,Private,Bachelors,Married,Management,40,Above-50K
32,Private,High-school,Single,Craft-repair,40,Below-50K
51,Self-emp,Associate,Divorced,Transportation,30,Below-50K
48,Private,Bachelors,Married,Management,45,Above-50K
28,Private,Bachelors,Single,Machinary,40,Below-50K
57,Self-emp,College,Married,Tech-support,60,Above-50K
33,Private,Associate,Married,Sales,40,Below-50K
42,Private,High-school,Separated,Machinary,15,Below-50K
17,Private,10th,Single,Other,40,Below-50K
63,Missing,9th,Separated,Missing,40,Below-50K
31,Self-emp,Bachelors,Married,Management,55,Above-50K
34,Missing,Masters,Single,Missing,30,Below-50K
35,Private,College,Single,Machinary,40,Below-50K
20,Private,High-school,Single,Clearning,40,Below-50K
36,Private,High-school,Married,Management,40,Below-50K
24,Private,College,Single,Sales,24,Below-50K
33,Private,College,Married,Transportation,50,Above-50K
36,Private,College,Married,Administrative,40,Below-50K
31,Private,Bachelors,Divorced,Management,40,Below-50K
29,Private,Associate,Divorced,Sales,40,Below-50K
47,Private,Bachelors,Married,Sales,60,Above-50K
30,Private,Doctorate,Married,Specilist,75,Above-50K
34,Private,High-school,Married,Algriculture,50,Below-50K
23,Private,High-school,Single,Machinary,40,Below-50K
33,Private,Associate,Divorced,Administrative,40,Below-50K
59,Private,10th,Divorced,Machinary,40,Below-50K
67,Self-emp,Bachelors,Divorced,Specilist,40,Below-50K
26,Private,High-school,Divorced,Machinary,40,Below-50K
27,Private,High-school,Married,Machinary,40,Below-50K
20,Private,High-school,Married,Specilist,36,Below-50K
24,Private,Bachelors,Single,Administrative,39,Below-50K
44,Federal-gov,Associate,Divorced,Tech-support,40,Below-50K
31,Private,High-school,Married,Craft-repair,40,Above-50K
28,Private,Prof-school,Married,Specilist,60,Below-50K
19,Private,High-school,Single,Other,20,Below-50K
31,Self-emp,Bachelors,Married,Management,40,Above-50K
20,Private,High-school,Single,Administrative,40,Below-50K
64,Private,High-school,Divorced,Other,15,Below-50K
47,State-gov,High-school,Married,Administrative,40,Above-50K
36,Private,College,Single,Administrative,35,Below-50K
48,Private,High-school,Married,Craft-repair,44,Above-50K
19,Self-emp,College,Single,Other,40,Below-50K
22,Private,High-school,Single,Sales,35,Below-50K
56,Private,9th,Divorced,Administrative,40,Below-50K
22,Private,College,Single,Administrative,50,Below-50K
37,Private,Bachelors,Married,Specilist,99,Above-50K
57,Local-gov,Bachelors,Widowed,Specilist,35,Below-50K
38,Private,Associate,Married,Sales,50,Above-50K
34,Private,High-school,Single,Machinary,40,Below-50K
22,Missing,11th,Separated,Missing,40,Below-50K
38,Federal-gov,College,Divorced,Management,40,Below-50K
30,Self-emp,College,Married,Management,40,Above-50K
32,Private,Bachelors,Single,Specilist,45,Above-50K
29,Private,12th,Separated,Other,40,Below-50K
56,Private,High-school,Married,Machinary,40,Below-50K
42,Private,Associate,Married,Management,35,Above-50K
66,Missing,10th,Divorced,Missing,40,Below-50K
71,Local-gov,High-school,Widowed,Management,33,Below-50K
20,Private,11th,Single,Transportation,40,Below-50K
25,Private,High-school,Single,Machinary,36,Below-50K
42,Private,High-school,Married,Craft-repair,40,Above-50K
20,Missing,High-school,Single,Missing,40,Below-50K
61,Private,College,Married,Specilist,50,Above-50K
24,State-gov,Bachelors,Married,Management,40,Below-50K
51,Private,9th,Single,Other,40,Below-50K
27,Private,High-school,Single,Administrative,40,Below-50K
41,Private,College,Married,Management,40,Above-50K
31,Private,High-school,Divorced,Machinary,40,Below-50K
39,Private,High-school,Divorced,Clearning,16,Below-50K
36,Missing,High-school,Married,Missing,40,Below-50K
51,Self-emp,Prof-school,Married,Specilist,40,Below-50K
52,Private,High-school,Single,Management,40,Below-50K
49,Private,Bachelors,Married,Specilist,40,Above-50K
43,Private,College,Married,Craft-repair,40,Below-50K
45,Private,Bachelors,Married,Management,60,Above-50K
49,Private,High-school,Divorced,Machinary,40,Below-50K
19,Private,High-school,Single,Other,40,Below-50K
44,Self-emp,High-school,Married,Algriculture,40,Below-50K
67,Self-emp,High-school,Married,Transportation,40,Below-50K
58,Private,Prof-school,Married,Specilist,45,Above-50K
36,Private,Bachelors,Married,Specilist,40,Above-50K
67,Private,High-school,Widowed,Administrative,16,Above-50K
61,Private,Doctorate,Married,Specilist,40,Above-50K
55,Local-gov,7th-8th,Single,Other,40,Below-50K
23,Missing,Associate,Single,Missing,16,Below-50K
35,Federal-gov,High-school,Single,Administrative,40,Below-50K
35,Private,10th,Single,Other,38,Below-50K
20,State-gov,College,Single,Administrative,10,Below-50K
51,Private,High-school,Married,Administrative,40,Below-50K
23,Private,Bachelors,Single,Specilist,40,Below-50K
39,Private,High-school,Married,Algriculture,24,Below-50K
36,Private,College,Divorced,Other,40,Below-50K
47,Private,High-school,Married,Sales,45,Above-50K
27,Private,Bachelors,Single,Sales,80,Above-50K
29,Private,High-school,Married,Craft-repair,40,Below-50K
21,State-gov,College,Single,Security,40,Below-50K
18,Private,College,Single,Administrative,20,Below-50K
24,Private,College,Single,Management,20,Below-50K
39,Federal-gov,High-school,Married,Craft-repair,40,Above-50K
51,State-gov,College,Married,Management,40,Below-50K
47,Private,Bachelors,Married,Tech-support,40,Above-50K
62,Private,College,Divorced,Administrative,30,Below-50K
49,Private,Bachelors,Married,Management,40,Above-50K
20,Private,11th,Married,Other,40,Below-50K
24,Private,College,Single,Sales,40,Below-50K
25,Private,High-school,Single,Management,40,Below-50K
54,Self-emp,Bachelors,Married,Sales,40,Below-50K
25,Private,High-school,Single,Craft-repair,40,Below-50K
20,Missing,High-school,Married,Missing,45,Below-50K
43,Private,College,Divorced,Sales,55,Above-50K
26,Private,Bachelors,Single,Management,38,Below-50K
24,Private,High-school,Married,Clearning,40,Below-50K
18,Private,11th,Single,Other,20,Below-50K
45,Self-emp,College,Married,Specilist,40,Above-50K
45,Self-emp,High-school,Married,Management,25,Below-50K
26,Private,Bachelors,Single,Sales,40,Below-50K
47,Private,College,Single,Other,40,Below-50K
54,Missing,High-school,Married,Missing,40,Below-50K
21,Unemployed,High-school,Single,Craft-repair,40,Below-50K
29,Private,High-school,Divorced,Other,99,Below-50K
68,Private,College,Married,Specilist,15,Below-50K
21,Private,College,Single,Management,48,Below-50K
28,Self-emp,College,Single,Management,30,Below-50K
46,Private,High-school,Married,Management,40,Above-50K
35,Private,High-school,Separated,Transportation,48,Below-50K
50,Self-emp,10th,Single,Craft-repair,25,Below-50K
48,Self-emp,College,Divorced,Management,40,Below-50K
17,Missing,10th,Single,Missing,40,Below-50K
59,Private,Bachelors,Married,Craft-repair,50,Above-50K
23,Private,College,Single,Management,40,Below-50K
53,Private,High-school,Widowed,Sales,30,Below-50K
50,Self-emp,Masters,Married,Sales,40,Above-50K
32,Missing,5th-6th,Single,Missing,45,Below-50K
53,Private,12th,Separated,Clearning,56,Below-50K
52,Private,High-school,Married,Machinary,48,Below-50K
38,Private,Bachelors,Married,Specilist,50,Below-50K
43,Private,Masters,Married,Management,50,Above-50K
35,Private,Bachelors,Married,Other,32,Below-50K
41,Private,Prof-school,Married,Management,50,Above-50K
22,Private,College,Single,Sales,40,Below-50K
39,Private,High-school,Married,Other,60,Above-50K
45,Private,Masters,Married,Sales,40,Above-50K
31,Private,9th,Married,Algriculture,42,Below-50K
40,Private,Bachelors,Married,Specilist,40,Above-50K
47,Self-emp,5th-6th,Married,Transportation,20,Below-50K
53,Private,High-school,Married,Craft-repair,40,Below-50K
53,Self-emp,Bachelors,Married,Sales,60,Above-50K
33,Local-gov,Bachelors,Single,Tech-support,52,Above-50K
24,Private,Bachelors,Single,Administrative,20,Below-50K
34,Private,College,Single,Other,40,Below-50K
46,Self-emp,High-school,Married,Sales,50,Above-50K
29,Federal-gov,College,Married,Security,60,Below-50K
61,State-gov,11th,Widowed,Other,32,Above-50K
31,Private,High-school,Married,Algriculture,40,Below-50K
29,Private,High-school,Separated,Tech-support,40,Below-50K
42,Private,High-school,Separated,Craft-repair,40,Below-50K
50,Federal-gov,College,Married,Management,40,Below-50K
34,Private,High-school,Divorced,Administrative,40,Below-50K
39,Private,7th-8th,Married,Transportation,40,Below-50K
74,Private,1st-4th,Married,Transportation,20,Below-50K
40,Private,College,Married,Sales,40,Below-50K
75,Self-emp,Prof-school,Married,Specilist,50,Above-50K
40,Local-gov,Bachelors,Married,Specilist,40,Above-50K
36,Private,11th,Married,Craft-repair,40,Below-50K
61,Missing,Bachelors,Married,Missing,40,Above-50K
42,Missing,11th,Married,Missing,22,Below-50K
28,Private,Bachelors,Married,Management,40,Above-50K
19,Private,College,Single,Administrative,18,Below-50K
36,Private,Associate,Separated,Other,32,Below-50K
33,Missing,Associate,Divorced,Missing,40,Below-50K
50,Federal-gov,College,Divorced,Administrative,40,Below-50K
47,Private,Associate,Married,Specilist,40,Above-50K
48,Private,High-school,Single,Tech-support,33,Below-50K
60,Self-emp,High-school,Divorced,Craft-repair,40,Below-50K
30,Private,Masters,Single,Specilist,30,Below-50K
32,Private,Bachelors,Married,Management,50,Above-50K
45,Local-gov,Masters,Married,Specilist,35,Above-50K
51,Private,College,Married,Tech-support,40,Above-50K
53,Private,9th,Separated,Machinary,75,Below-50K
34,Private,Masters,Single,Tech-support,40,Below-50K
48,Self-emp,Masters,Married,Management,40,Above-50K
68,Missing,High-school,Married,Missing,45,Below-50K
32,Private,Associate,Divorced,Machinary,50,Below-50K
63,Missing,High-school,Married,Missing,4,Below-50K
31,Private,High-school,Divorced,Management,40,Below-50K
58,Self-emp,Bachelors,Divorced,Other,20,Below-50K
32,Private,Associate,Married,Management,60,Above-50K
32,Private,Bachelors,Single,Specilist,40,Below-50K
40,Private,Bachelors,Divorced,Sales,80,Below-50K
50,Private,Bachelors,Married,Management,55,Above-50K
38,Self-emp,10th,Separated,Machinary,40,Below-50K
30,Private,High-school,Married,Machinary,40,Below-50K
21,Private,High-school,Single,Administrative,40,Below-50K
28,Private,Bachelors,Single,Specilist,40,Above-50K
63,Private,High-school,Married,Sales,48,Below-50K
32,Private,Associate,Divorced,Specilist,36,Below-50K
25,Private,High-school,Single,Sales,45,Below-50K
59,Private,College,Married,Tech-support,40,Above-50K
22,Local-gov,Associate,Single,Administrative,10,Below-50K
49,Private,College,Single,Craft-repair,40,Below-50K
36,Private,Bachelors,Single,Management,40,Below-50K
31,Missing,High-school,Married,Missing,30,Below-50K
46,Private,College,Divorced,Clearning,30,Below-50K
37,Local-gov,Prof-school,Married,Specilist,60,Above-50K
48,Private,Bachelors,Married,Sales,40,Above-50K
43,Private,College,Married,Other,44,Below-50K
41,Private,High-school,Married,Management,40,Above-50K
54,Private,High-school,Married,Sales,40,Below-50K
36,Private,College,Divorced,Management,4,Below-50K
29,Private,Bachelors,Divorced,Other,40,Below-50K
66,Local-gov,High-school,Married,Craft-repair,40,Below-50K
59,Private,Prof-school,Single,Specilist,50,Below-50K
62,Private,Bachelors,Married,Management,40,Above-50K
29,Private,10th,Single,Craft-repair,40,Below-50K
28,Private,Bachelors,Married,Sales,45,Above-50K
27,Private,Bachelors,Married,Machinary,60,Above-50K
42,State-gov,High-school,Married,Management,40,Above-50K
60,Private,Associate,Married,Craft-repair,46,Above-50K
58,Private,Masters,Married,Specilist,50,Above-50K
27,Private,College,Married,Craft-repair,40,Below-50K
45,Private,High-school,Widowed,Craft-repair,40,Below-50K
50,Private,College,Married,Craft-repair,40,Above-50K
43,Private,College,Married,Craft-repair,40,Below-50K
39,Private,Prof-school,Divorced,Management,50,Below-50K
21,Private,College,Single,Administrative,20,Below-50K
24,Private,High-school,Married,Clearning,70,Below-50K
59,Self-emp,Prof-school,Married,Algriculture,30,Below-50K
36,Private,High-school,Married,Machinary,40,Above-50K
72,Missing,College,Widowed,Missing,4,Below-50K
35,Private,Masters,Married,Management,65,Above-50K
33,Private,College,Divorced,Clearning,40,Below-50K
30,Private,High-school,Single,Craft-repair,45,Below-50K
40,Private,Associate,Divorced,Craft-repair,50,Above-50K
26,Self-emp,College,Married,Sales,55,Below-50K
37,Federal-gov,Associate,Separated,Administrative,40,Below-50K
68,Self-emp,College,Divorced,Transportation,20,Below-50K
45,Private,Bachelors,Married,Craft-repair,72,Above-50K
56,Private,High-school,Married,Specilist,40,Below-50K
36,Private,High-school,Single,Administrative,40,Below-50K
50,Private,Bachelors,Married,Management,50,Above-50K
38,Private,Associate,Married,Sales,40,Below-50K
29,Private,Bachelors,Married,Sales,41,Below-50K
28,Private,High-school,Single,Other,28,Below-50K
39,Federal-gov,College,Married,Administrative,50,Below-50K
26,Local-gov,Bachelors,Single,Security,40,Below-50K
52,Self-emp,College,Divorced,Management,65,Above-50K
52,Private,Bachelors,Divorced,Algriculture,40,Below-50K
84,Private,High-school,Widowed,Other,13,Below-50K
33,Federal-gov,College,Single,Other,10,Below-50K
46,Federal-gov,Prof-school,Married,Specilist,50,Above-50K
30,Private,High-school,Single,Sales,35,Below-50K
38,Private,Bachelors,Married,Specilist,40,Above-50K
66,Private,High-school,Widowed,Clearning,8,Below-50K
62,Federal-gov,Masters,Married,Administrative,40,Above-50K
31,Private,Bachelors,Married,Management,40,Above-50K
31,Private,Bachelors,Married,Craft-repair,40,Above-50K
39,Private,High-school,Married,Machinary,40,Below-50K
60,Self-emp,High-school,Divorced,Craft-repair,50,Below-50K
27,Private,Bachelors,Single,Tech-support,40,Below-50K
37,Missing,Associate,Married,Missing,40,Below-50K
38,Private,College,Divorced,Administrative,40,Below-50K
25,Private,High-school,Single,Clearning,40,Below-50K
48,Private,High-school,Married,Management,40,Below-50K
42,Self-emp,Bachelors,Single,Specilist,50,Below-50K
45,Local-gov,Masters,Married,Specilist,50,Above-50K
22,Private,College,Single,Sales,40,Below-50K
50,Private,High-school,Married,Craft-repair,40,Below-50K
21,Private,High-school,Single,Algriculture,40,Below-50K
44,Local-gov,College,Divorced,Administrative,40,Below-50K
60,Self-emp,High-school,Separated,Other,50,Below-50K
21,Missing,College,Single,Missing,6,Below-50K
51,Private,High-school,Married,Machinary,48,Below-50K
30,Private,High-school,Separated,Craft-repair,40,Below-50K
46,Self-emp,Associate,Divorced,Craft-repair,40,Below-50K
43,Private,Associate,Married,Management,45,Above-50K
57,Private,High-school,Single,Other,48,Below-50K
48,Private,Masters,Married,Specilist,40,Above-50K
39,Self-emp,Bachelors,Married,Sales,40,Above-50K
68,Self-emp,High-school,Married,Algriculture,40,Below-50K
33,Private,College,Single,Other,24,Below-50K
22,Unemployed,High-school,Single,Clearning,40,Below-50K
